cid,chemicalid,chemicalname,genesymbol,geneid,taxname,taxid,interaction,pmids
5743,D003907,Dexamethasone,PPARGC1A,10891,Homo sapiens,9606,Dexamethasone results in increased expression of PPARGC1A mRNA,19022236|19853017|23056435|25047013
5743,D003907,Dexamethasone,PPARGC1A,10891,Homo sapiens,9606,"[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Rosiglitazone co-treated with 4,4'-hexafluorisopropylidene diphenol] results in increased expression of PPARGC1A mRNA|[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Rosiglitazone] results in increased expression of PPARGC1A mRNA",31596606
5743,D003907,Dexamethasone,PPARGC1A,10891,Homo sapiens,9606,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bis(4-hydroxyphenyl)sulfone] results in decreased expression of PPARGC1A mRNA,28628672
5743,D003907,Dexamethasone,PPARGC1A,10891,Homo sapiens,9606,rosemarinic acid affects the reaction [[Rosiglitazone co-treated with TF protein co-treated with INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Hydrocortisone co-treated with Triiodothyronine] results in increased expression of PPARGC1A mRNA]|[Rosiglitazone co-treated with TF protein co-treated with INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Hydrocortisone co-treated with Triiodothyronine] results in increased expression of PPARGC1A mRNA,33476690
5743,D003907,Dexamethasone,PPARGC1A,10891,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of PPARGC1A protein|[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of PPARGC1A mRNA,33091441
5743,D003907,Dexamethasone,PPARGC1A,10891,Mus musculus,10090,PRKACA protein promotes the reaction [[licarin A affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARGC1A mRNA]|[licarin A affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARGC1A mRNA|[Rosiglitazone affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARGC1A mRNA|[Rosiglitazone affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARGC1A protein|[PRKACA protein affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARGC1A mRNA|N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide inhibits the reaction [[licarin A affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARGC1A protein]|[licarin A affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARGC1A protein|PRKACA protein promotes the reaction [[licarin A affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARGC1A protein],29288687
5743,D003907,Dexamethasone,PPARGC1A,10891,Mus musculus,10090,[mangiferin co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARGC1A protein|[mangiferin co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARGC1A mRNA|[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARGC1A protein,32417366
5743,D003907,Dexamethasone,PPARGC1A,10891,Mus musculus,10090,[Rosiglitazone co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARGC1A mRNA|[Roscovitine co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARGC1A mRNA,34323617
5743,D003907,Dexamethasone,PPARGC1A,10891,Rattus norvegicus,10116,Fatty Acids analog inhibits the reaction [[Dexamethasone co-treated with Cyclic AMP] results in increased expression of PPARGC1A mRNA]|Fatty Acids analog inhibits the reaction [[Dexamethasone co-treated with Cyclic AMP] results in increased phosphorylation of PPARGC1A protein]|[Dexamethasone co-treated with Cyclic AMP] results in increased expression of PPARGC1A mRNA,22676303
5743,D003907,Dexamethasone,PPARGC1A,10891,Rattus norvegicus,10116,Testosterone inhibits the reaction [Dexamethasone results in decreased expression of PPARGC1A protein]|Dexamethasone results in decreased expression of PPARGC1A protein,21094144
5743,D003907,Dexamethasone,PPARGC1A,10891,Rattus norvegicus,10116,Dexamethasone results in increased expression of PPARGC1A mRNA|INS protein inhibits the reaction [Dexamethasone results in increased expression of PPARGC1A mRNA],18972406
5754,D006854,Hydrocortisone,PPARGC1A,10891,Homo sapiens,9606,rosemarinic acid affects the reaction [[Rosiglitazone co-treated with TF protein co-treated with INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Hydrocortisone co-treated with Triiodothyronine] results in increased expression of PPARGC1A mRNA]|[Rosiglitazone co-treated with TF protein co-treated with INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Hydrocortisone co-treated with Triiodothyronine] results in increased expression of PPARGC1A mRNA,33476690
5757,D004958,Estradiol,PPARGC1A,10891,Homo sapiens,9606,[Estradiol co-treated with TGFB1 protein] results in decreased expression of PPARGC1A mRNA,30165855
5757,D004958,Estradiol,PPARGC1A,10891,Homo sapiens,9606,Estradiol promotes the reaction [ESR1 protein binds to PPARGC1A protein],29389661|32088792
5757,D004958,Estradiol,PPARGC1A,10891,Homo sapiens,9606,Estradiol results in increased expression of PPARGC1A mRNA,21632981
5757,D004958,Estradiol,PPARGC1A,10891,Homo sapiens,9606,[Progesterone co-treated with Estradiol] results in increased expression of PPARGC1A mRNA,17404688
5757,D004958,Estradiol,PPARGC1A,10891,Mus musculus,10090,Estradiol promotes the reaction [PPARGC1A protein binds to CYP2B10 promoter],23684557
5757,D004958,Estradiol,PPARGC1A,10891,Oryzias latipes,8090,Estradiol results in increased expression of PPARGC1A mRNA,32622090
5757,D004958,Estradiol,PPARGC1A,10891,Rattus norvegicus,10116,Estradiol results in increased expression of PPARGC1A mRNA,23056435
5781,D000496,Alloxan,PPARGC1A,10891,Rattus norvegicus,10116,imisopasem manganese inhibits the reaction [Alloxan results in decreased expression of PPARGC1A protein]|Alloxan results in decreased expression of PPARGC1A protein,28483572
5793,D066248,High Fructose Corn Syrup,PPARGC1A,10891,Mus musculus,10090,[Sodium Glutamate co-treated with High Fructose Corn Syrup] results in decreased expression of PPARGC1A mRNA|High Fructose Corn Syrup results in decreased expression of PPARGC1A mRNA,20111022
5816,D004837,Epinephrine,PPARGC1A,10891,Macaca fascicularis,9541,Epinephrine results in decreased expression of PPARGC1A mRNA|Metoprolol inhibits the reaction [Epinephrine results in decreased expression of PPARGC1A mRNA],19300450
5816,D004837,Epinephrine,PPARGC1A,10891,Rattus norvegicus,10116,Epinephrine results in increased expression of PPARGC1A mRNA,22496244
5839,D000450,Aldosterone,PPARGC1A,10891,Rattus norvegicus,10116,Aldosterone results in increased expression of PPARGC1A mRNA,19808358
5839,D000450,Aldosterone,PPARGC1A,10891,NULL,NULL,[Aldosterone binds to NR3C2 protein] which binds to PPARGC1A protein alternative form,15761029
5881,D003687,Dehydroepiandrosterone,PPARGC1A,10891,Rattus norvegicus,10116,Dehydroepiandrosterone results in increased expression of PPARGC1A mRNA,12659879
5920,D014284,Triiodothyronine,PPARGC1A,10891,Danio rerio,7955,Triiodothyronine results in increased expression of PPARGC1A mRNA,23306105
5920,D014284,Triiodothyronine,PPARGC1A,10891,Homo sapiens,9606,rosemarinic acid affects the reaction [[Rosiglitazone co-treated with TF protein co-treated with INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Hydrocortisone co-treated with Triiodothyronine] results in increased expression of PPARGC1A mRNA]|[Rosiglitazone co-treated with TF protein co-treated with INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Hydrocortisone co-treated with Triiodothyronine] results in increased expression of PPARGC1A mRNA,33476690
5920,D014284,Triiodothyronine,PPARGC1A,10891,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of PPARGC1A protein|[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of PPARGC1A mRNA,33091441
5920,D014284,Triiodothyronine,PPARGC1A,10891,Mus musculus,10090,Triiodothyronine results in increased expression of PPARGC1A mRNA,30209975
5920,D014284,Triiodothyronine,PPARGC1A,10891,Rattus norvegicus,10116,Triiodothyronine results in decreased acetylation of PPARGC1A protein|Triiodothyronine results in increased expression of PPARGC1A mRNA|SIRT1 protein affects the reaction [Triiodothyronine results in decreased acetylation of PPARGC1A protein]|PPARGC1A protein affects the reaction [Triiodothyronine results in increased expression of PDK4]|PPARGC1A protein affects the reaction [Triiodothyronine results in increased expression of CPT1A]|PPARGC1A protein affects the susceptibility to Triiodothyronine,23209300
5943,D002251,Carbon Tetrachloride,PPARGC1A,10891,Rattus norvegicus,10116,Carbon Tetrachloride results in decreased expression of PPARGC1A mRNA|schizandrin B inhibits the reaction [Carbon Tetrachloride results in decreased expression of PPARGC1A mRNA],31150632
5943,D002251,Carbon Tetrachloride,PPARGC1A,10891,Rattus norvegicus,10116,Carbon Tetrachloride results in decreased expression of PPARGC1A protein|Melatonin inhibits the reaction [Carbon Tetrachloride results in decreased expression of PPARGC1A protein],26882442
5954,C030935,benz(a)anthracene,PPARGC1A,10891,Mus musculus,10090,benz(a)anthracene results in decreased expression of PPARGC1A mRNA,26377693
5971,C004471,allyl isothiocyanate,PPARGC1A,10891,Homo sapiens,9606,allyl isothiocyanate inhibits the reaction [NR1I2 protein promotes the reaction [[PPARGC1A protein co-treated with Rifampin] results in increased expression of CYP3A4 mRNA]]|allyl isothiocyanate inhibits the reaction [[PPARGC1A protein co-treated with Rifampin] results in increased expression of CYP3A4 mRNA],25069801
5984,D005632,Fructose,PPARGC1A,10891,Homo sapiens,9606,[Fructose co-treated with Palmitic Acid] results in decreased expression of PPARGC1A protein|Fenofibrate inhibits the reaction [[Fructose co-treated with Palmitic Acid] results in decreased expression of PPARGC1A protein],32730863
5984,D005632,Fructose,PPARGC1A,10891,Homo sapiens,9606,Fructose results in decreased expression of PPARGC1A mRNA,18063403
5984,D005632,Fructose,PPARGC1A,10891,Mesocricetus auratus,10036,"[Fructose co-treated with Dietary Fats co-treated with Cholesterol, Dietary] results in increased expression of PPARGC1A mRNA",19509184
5984,D005632,Fructose,PPARGC1A,10891,Rattus norvegicus,10116,[Atorvastatin co-treated with dapagliflozin] inhibits the reaction [[Fructose co-treated with Dietary Fats] results in decreased expression of PPARGC1A protein]|[Fructose co-treated with Dietary Fats] results in decreased expression of PPARGC1A protein|dapagliflozin inhibits the reaction [[Fructose co-treated with Dietary Fats] results in decreased expression of PPARGC1A protein],32259528
5984,D005632,Fructose,PPARGC1A,10891,Rattus norvegicus,10116,[Ozone co-treated with Fructose] results in decreased expression of PPARGC1A mRNA|Fructose results in decreased expression of PPARGC1A mRNA|[Particulate Matter co-treated with Ozone co-treated with Fructose] results in decreased expression of PPARGC1A mRNA|[Particulate Matter co-treated with Fructose] results in decreased expression of PPARGC1A mRNA,23968387
5984,D005632,Fructose,PPARGC1A,10891,Rattus norvegicus,10116,Fructose results in increased expression of PPARGC1A mRNA,19196556|21212096
5984,D005632,Fructose,PPARGC1A,10891,Rattus norvegicus,10116,Rosiglitazone inhibits the reaction [Fructose results in increased expression of PPARGC1A protein]|Fructose results in increased expression of PPARGC1A protein,19196556
5988,D019422,Dietary Sucrose,PPARGC1A,10891,Rattus norvegicus,10116,Polyphenols inhibits the reaction [[Dietary Fats co-treated with Dietary Sucrose] results in decreased expression of PPARGC1A mRNA]|[Dietary Fats co-treated with Dietary Sucrose] results in decreased expression of PPARGC1A mRNA|Plant Extracts inhibits the reaction [[Dietary Fats co-treated with Dietary Sucrose] results in decreased expression of PPARGC1A mRNA],20673376
5988,D019422,Dietary Sucrose,PPARGC1A,10891,Rattus norvegicus,10116,[Dietary Sucrose co-treated with Dietary Fats co-treated with apple polyphenol extract] results in increased methylation of PPARGC1A promoter|[Dietary Sucrose co-treated with Dietary Fats co-treated with apple polyphenol extract] results in increased expression of PPARGC1A mRNA,23529981
5991,D004997,Ethinyl Estradiol,PPARGC1A,10891,Homo sapiens,9606,Ethinyl Estradiol results in decreased expression of PPARGC1A mRNA,18936297
5994,D011374,Progesterone,PPARGC1A,10891,Bos taurus,9913,Progesterone results in increased expression of PPARGC1A mRNA,23018184
5994,D011374,Progesterone,PPARGC1A,10891,Homo sapiens,9606,[Progesterone co-treated with Estradiol] results in increased expression of PPARGC1A mRNA,17404688
5994,D011374,Progesterone,PPARGC1A,10891,Homo sapiens,9606,Progesterone results in increased expression of PPARGC1A mRNA,17404688|23056435
5994,D011374,Progesterone,PPARGC1A,10891,Rattus norvegicus,10116,Progesterone results in increased expression of PPARGC1A mRNA,23056435
6001,D015127,"9,10-Dimethyl-1,2-benzanthracene",PPARGC1A,10891,Mesocricetus auratus,10036,"9,10-Dimethyl-1,2-benzanthracene results in decreased expression of PPARGC1A mRNA",22485181
6013,D013739,Testosterone,PPARGC1A,10891,Mus musculus,10090,Testosterone results in increased expression of PPARGC1A mRNA,21045173
6013,D013739,Testosterone,PPARGC1A,10891,Rattus norvegicus,10116,Norepinephrine inhibits the reaction [Testosterone results in decreased expression of PPARGC1A mRNA]|Testosterone results in decreased expression of PPARGC1A mRNA,16954335
6013,D013739,Testosterone,PPARGC1A,10891,Rattus norvegicus,10116,Testosterone inhibits the reaction [Dexamethasone results in decreased expression of PPARGC1A protein],21094144
6036,D005690,Galactose,PPARGC1A,10891,Rattus norvegicus,10116,Galactose results in decreased expression of PPARGC1A protein,28302704
6076,D000242,Cyclic AMP,PPARGC1A,10891,Mus musculus,10090,Cyclic AMP promotes the reaction [PPARGC1A protein binds to CYP2A5 promoter],18602936
6076,D000242,Cyclic AMP,PPARGC1A,10891,Mus musculus,10090,Cyclic AMP results in increased expression of PPARGC1A mRNA,18602936|22117073
6076,D000242,Cyclic AMP,PPARGC1A,10891,Mus musculus,10090,PPARGC1A mutant form inhibits the reaction [Cyclic AMP results in decreased expression of IL15RA mRNA]|PPARGC1A mutant form inhibits the reaction [Cyclic AMP results in increased expression of IL1RN mRNA],22117073
6076,D000242,Cyclic AMP,PPARGC1A,10891,Rattus norvegicus,10116,Fatty Acids analog inhibits the reaction [[Glucagon co-treated with Cyclic AMP] results in increased phosphorylation of PPARGC1A protein]|Fatty Acids analog inhibits the reaction [[Dexamethasone co-treated with Cyclic AMP] results in increased phosphorylation of PPARGC1A protein]|Fatty Acids analog inhibits the reaction [[Dexamethasone co-treated with Cyclic AMP] results in increased expression of PPARGC1A mRNA]|Fatty Acids analog inhibits the reaction [[Glucagon co-treated with Cyclic AMP] results in increased expression of PPARGC1A mRNA]|[Dexamethasone co-treated with Cyclic AMP] results in increased expression of PPARGC1A mRNA|[Glucagon co-treated with Cyclic AMP] results in increased expression of PPARGC1A mRNA,22676303
6083,D000249,Adenosine Monophosphate,PPARGC1A,10891,Homo sapiens,9606,Adenosine Monophosphate results in increased expression of PPARGC1A mRNA,23056435
6137,D008715,Methionine,PPARGC1A,10891,Rattus norvegicus,10116,Methionine deficiency results in increased expression of PPARGC1A protein,17716000
6166,D003900,Desoxycorticosterone,PPARGC1A,10891,Homo sapiens,9606,Desoxycorticosterone results in increased expression of PPARGC1A mRNA,23056435
6197,D003513,Cycloheximide,PPARGC1A,10891,Gallus gallus,9031,Cycloheximide inhibits the reaction [Tetrachlorodibenzodioxin results in decreased expression of PPARGC1A protein],20876576
6344,D008752,Methylene Chloride,PPARGC1A,10891,Mus musculus,10090,Methylene Chloride results in decreased expression of PPARGC1A mRNA,28392392
6366,C029297,vinylidene chloride,PPARGC1A,10891,Mus musculus,10090,vinylidene chloride results in decreased expression of PPARGC1A mRNA,26682919
6410,D020122,tert-Butylhydroperoxide,PPARGC1A,10891,Homo sapiens,9606,AICA ribonucleotide inhibits the reaction [tert-Butylhydroperoxide results in decreased expression of PPARGC1A protein]|dorsomorphin inhibits the reaction [Resveratrol inhibits the reaction [tert-Butylhydroperoxide results in decreased expression of PPARGC1A protein]]|Resveratrol inhibits the reaction [tert-Butylhydroperoxide results in decreased expression of PPARGC1A protein]|tert-Butylhydroperoxide results in decreased expression of PPARGC1A protein|dorsomorphin promotes the reaction [tert-Butylhydroperoxide results in decreased expression of PPARGC1A protein],25522270
6410,D020122,tert-Butylhydroperoxide,PPARGC1A,10891,Mus musculus,10090,PPARGC1A protein results in decreased susceptibility to tert-Butylhydroperoxide,17460188
6410,D020122,tert-Butylhydroperoxide,PPARGC1A,10891,Oryctolagus cuniculus,9986,"SB 203580 inhibits the reaction [tert-Butylhydroperoxide results in increased expression of PPARGC1A protein]|tert-Butylhydroperoxide results in increased expression of PPARGC1A protein|4-amino-5-(4-methylphenyl)-7-(tert-butyl)pyrazolo(3,4-d)pyrimidine inhibits the reaction [tert-Butylhydroperoxide results in increased expression of PPARGC1A protein]|RTKI cpd inhibits the reaction [tert-Butylhydroperoxide results in increased expression of PPARGC1A protein]",17116659
6506,D014425,Turpentine,PPARGC1A,10891,Mus musculus,10090,Turpentine results in decreased expression of PPARGC1A mRNA,16061943
6540,C013320,tris(2-butoxyethyl) phosphate,PPARGC1A,10891,Danio rerio,7955,tris(2-butoxyethyl) phosphate results in increased expression of PPARGC1A mRNA,26562049
6560,C040507,isobutyl alcohol,PPARGC1A,10891,Homo sapiens,9606,[[Gasoline co-treated with isobutyl alcohol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in decreased expression of PPARGC1A mRNA,29432896
6569,C005222,methylethyl ketone,PPARGC1A,10891,Homo sapiens,9606,methylethyl ketone results in increased expression of PPARGC1A mRNA,33064461
6575,D014241,Trichloroethylene,PPARGC1A,10891,Rattus norvegicus,10116,Trichloroethylene results in increased expression of PPARGC1A mRNA,33387578
6579,D020106,Acrylamide,PPARGC1A,10891,Homo sapiens,9606,Acrylamide results in increased expression of PPARGC1A mRNA,32763439
6597,D003999,Dichloroacetic Acid,PPARGC1A,10891,Mus musculus,10090,Dichloroacetic Acid results in decreased expression of PPARGC1A mRNA,28962523
6623,C006780,bisphenol A,PPARGC1A,10891,Danio rerio,7955,bisphenol A results in increased expression of PPARGC1A mRNA,25514059
6623,C006780,bisphenol A,PPARGC1A,10891,Homo sapiens,9606,[bisphenol A binds to and affects the folding of AR protein] inhibits the reaction [AR protein modified form binds to PPARGC1A protein modified form],28751236
6623,C006780,bisphenol A,PPARGC1A,10891,Homo sapiens,9606,[bisphenol A co-treated with Fulvestrant] affects the methylation of PPARGC1A gene|bisphenol A results in decreased methylation of PPARGC1A gene,31601247
6623,C006780,bisphenol A,PPARGC1A,10891,Homo sapiens,9606,bisphenol A promotes the reaction [ESR1 protein binds to PPARGC1A protein],29389661
6623,C006780,bisphenol A,PPARGC1A,10891,Homo sapiens,9606,[Tamoxifen co-treated with bisphenol A] results in increased expression of PPARGC1A mRNA,30467747
6623,C006780,bisphenol A,PPARGC1A,10891,Mus musculus,10090,bisphenol A results in decreased expression of PPARGC1A mRNA,27145005
6623,C006780,bisphenol A,PPARGC1A,10891,Rattus norvegicus,10116,Acetylcysteine inhibits the reaction [bisphenol A results in decreased expression of PPARGC1A protein],30641872
6623,C006780,bisphenol A,PPARGC1A,10891,Rattus norvegicus,10116,bisphenol A results in decreased expression of PPARGC1A mRNA,24105817|25181051|25572651|34947998
6623,C006780,bisphenol A,PPARGC1A,10891,Rattus norvegicus,10116,bisphenol A results in decreased expression of PPARGC1A protein,24105817|30641872|31344369|34165232
6623,C006780,bisphenol A,PPARGC1A,10891,Rattus norvegicus,10116,bisphenol A results in increased methylation of PPARGC1A gene,25572651
6623,C006780,bisphenol A,PPARGC1A,10891,Rattus norvegicus,10116,lithospermate B inhibits the reaction [bisphenol A results in decreased expression of PPARGC1A protein],34165232
6626,C543008,bis(4-hydroxyphenyl)sulfone,PPARGC1A,10891,Homo sapiens,9606,bis(4-hydroxyphenyl)sulfone results in decreased methylation of PPARGC1A gene|[bis(4-hydroxyphenyl)sulfone co-treated with Fulvestrant] results in increased methylation of PPARGC1A gene,31601247
6626,C543008,bis(4-hydroxyphenyl)sulfone,PPARGC1A,10891,Homo sapiens,9606,bis(4-hydroxyphenyl)sulfone promotes the reaction [ESR1 protein binds to PPARGC1A protein],29389661
6626,C543008,bis(4-hydroxyphenyl)sulfone,PPARGC1A,10891,Homo sapiens,9606,bis(4-hydroxyphenyl)sulfone results in increased expression of PPARGC1A mRNA,30616060
6626,C543008,bis(4-hydroxyphenyl)sulfone,PPARGC1A,10891,Homo sapiens,9606,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bis(4-hydroxyphenyl)sulfone] results in decreased expression of PPARGC1A mRNA,28628672
6626,C543008,bis(4-hydroxyphenyl)sulfone,PPARGC1A,10891,Mus musculus,10090,bis(4-hydroxyphenyl)sulfone results in increased expression of PPARGC1A mRNA,25111128|30951980
6758,D012402,Rotenone,PPARGC1A,10891,Homo sapiens,9606,Rotenone promotes the reaction [CRTC3 protein binds to PPARGC1A promoter]|PPARGC1A protein affects the reaction [Rotenone results in increased expression of NRF1 mRNA]|PPARGC1A protein affects the reaction [Rotenone results in increased expression of COX4I1 mRNA]|Rotenone promotes the reaction [CREB1 protein binds to PPARGC1A promoter]|CRTC3 protein affects the reaction [Rotenone results in increased expression of PPARGC1A mRNA]|Rotenone results in increased expression of PPARGC1A mRNA|PPARGC1A protein affects the reaction [Rotenone results in increased expression of HSPE1 mRNA],21536665
6758,D012402,Rotenone,PPARGC1A,10891,Homo sapiens,9606,Rotenone results in decreased expression of PPARGC1A protein|Rotenone results in decreased expression of PPARGC1A mRNA|PQQ Cofactor inhibits the reaction [Rotenone results in decreased expression of PPARGC1A mRNA]|Edaravone inhibits the reaction [Rotenone results in decreased expression of PPARGC1A mRNA]|PQQ Cofactor inhibits the reaction [Rotenone results in decreased expression of PPARGC1A protein],30240821
6758,D012402,Rotenone,PPARGC1A,10891,Homo sapiens,9606,[Rosiglitazone co-treated with Rotenone] results in increased expression of PPARGC1A protein,24374061
6758,D012402,Rotenone,PPARGC1A,10891,Homo sapiens,9606,Rotenone inhibits the reaction [PPARGC1A protein results in increased activity of ESRRA protein],30818834
6758,D012402,Rotenone,PPARGC1A,10891,Rattus norvegicus,10116,icariin inhibits the reaction [Rotenone results in decreased expression of PPARGC1A protein]|Histone Deacetylase Inhibitors inhibits the reaction [icariin inhibits the reaction [Rotenone results in decreased expression of PPARGC1A protein]],31251943
6758,D012402,Rotenone,PPARGC1A,10891,Rattus norvegicus,10116,PQQ Cofactor promotes the reaction [Rotenone results in increased expression of PPARGC1A mRNA],25843018
6758,D012402,Rotenone,PPARGC1A,10891,Rattus norvegicus,10116,Resveratrol inhibits the reaction [Rotenone results in decreased expression of PPARGC1A mRNA]|Resveratrol inhibits the reaction [Rotenone results in decreased expression of PPARGC1A protein],26770656
6758,D012402,Rotenone,PPARGC1A,10891,Rattus norvegicus,10116,Rotenone results in decreased expression of PPARGC1A mRNA,26770656|30240821
6758,D012402,Rotenone,PPARGC1A,10891,Rattus norvegicus,10116,Rotenone results in decreased expression of PPARGC1A protein,26770656|30240821|31251943
6758,D012402,Rotenone,PPARGC1A,10891,Rattus norvegicus,10116,Rotenone results in increased expression of PPARGC1A mRNA,25843018|28374803
6786,C027387,di-n-hexyl phthalate,PPARGC1A,10891,Rattus norvegicus,10116,di-n-hexyl phthalate results in decreased expression of PPARGC1A protein,32693021
7427,D014199,Trehalose,PPARGC1A,10891,Mus musculus,10090,TFEB affects the reaction [Trehalose results in increased expression of PPARGC1A mRNA]|Trehalose results in increased expression of PPARGC1A mRNA,30335591
7565,C000626479,4-bromodiphenyl ether,PPARGC1A,10891,Rattus norvegicus,10116,4-bromodiphenyl ether results in increased expression of PPARGC1A protein,31423765
7845,C031763,"1,3-butadiene",PPARGC1A,10891,Mus musculus,10090,"1,3-butadiene results in decreased expression of PPARGC1A mRNA",29038090
7847,D000171,Acrolein,PPARGC1A,10891,Rattus norvegicus,10116,Acrolein results in decreased expression of PPARGC1A mRNA|Acrolein results in decreased expression of PPARGC1A protein,35150775
7961,C032036,bromobenzene,PPARGC1A,10891,Rattus norvegicus,10116,bromobenzene results in increased expression of PPARGC1A mRNA,32479839
8133,C017096,n-butoxyethanol,PPARGC1A,10891,Mus musculus,10090,n-butoxyethanol results in increased expression of PPARGC1A mRNA,19812364
8289,C005445,triphenyl phosphate,PPARGC1A,10891,Danio rerio,7955,triphenyl phosphate results in increased expression of PPARGC1A mRNA,23306105
8295,C031324,tris(chloroethyl)phosphate,PPARGC1A,10891,Danio rerio,7955,tris(chloroethyl)phosphate results in increased expression of PPARGC1A mRNA,27776230
8343,D004051,Diethylhexyl Phthalate,PPARGC1A,10891,Mus musculus,10090,Diethylhexyl Phthalate results in increased expression of PPARGC1A mRNA,32522588
8343,D004051,Diethylhexyl Phthalate,PPARGC1A,10891,Rattus norvegicus,10116,[Diethylhexyl Phthalate co-treated with Dietary Fats] results in increased expression of PPARGC1A mRNA,33166671
8343,D004051,Diethylhexyl Phthalate,PPARGC1A,10891,Rattus norvegicus,10116,Diethylhexyl Phthalate results in increased expression of PPARGC1A mRNA,22672789
8515,C432165,pyrazolanthrone,PPARGC1A,10891,Mus musculus,10090,"pyrazolanthrone affects the reaction [6,7-dimethyl-2-(2E)-3-(1-methyl-2-phenyl-1H-pyrrolo(2,3-b)pyridin-3-yl-prop-2-enoyl)-1,2,3,4-tetrahydroisoquinoline hydrochloride affects the reaction [[TGFB1 protein co-treated with TNF protein] affects the expression of PPARGC1A protein]]|pyrazolanthrone promotes the reaction [6,7-dimethyl-2-(2E)-3-(1-methyl-2-phenyl-1H-pyrrolo(2,3-b)pyridin-3-yl-prop-2-enoyl)-1,2,3,4-tetrahydroisoquinoline hydrochloride inhibits the reaction [Folic Acid results in decreased expression of PPARGC1A protein]]|pyrazolanthrone affects the reaction [[TGFB1 protein co-treated with TNF protein] affects the expression of PPARGC1A protein]|pyrazolanthrone inhibits the reaction [Folic Acid results in decreased expression of PPARGC1A protein]|6,7-dimethyl-2-(2E)-3-(1-methyl-2-phenyl-1H-pyrrolo(2,3-b)pyridin-3-yl-prop-2-enoyl)-1,2,3,4-tetrahydroisoquinoline hydrochloride promotes the reaction [pyrazolanthrone inhibits the reaction [Folic Acid results in decreased expression of PPARGC1A protein]]|6,7-dimethyl-2-(2E)-3-(1-methyl-2-phenyl-1H-pyrrolo(2,3-b)pyridin-3-yl-prop-2-enoyl)-1,2,3,4-tetrahydroisoquinoline hydrochloride affects the reaction [pyrazolanthrone affects the reaction [[TGFB1 protein co-treated with TNF protein] affects the expression of PPARGC1A protein]]",31447676
