cid,chemicalid,chemicalname,genesymbol,geneid,taxname,taxid,interaction,pmids
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Homo sapiens,9606,[Rosiglitazone co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG mRNA|[Rosiglitazone co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG protein,20206132|33865937
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Homo sapiens,9606,TGFB1 protein inhibits the reaction [[Rosiglitazone co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG mRNA],20206132
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Homo sapiens,9606,[Vitamin D co-treated with bisphenol A co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] affects the expression of PPARG mRNA,33836827
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,"14-deoxy-11,12-didehydroandrographolide inhibits the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARG mRNA]|14-deoxy-11,12-didehydroandrographolide inhibits the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARG protein]",30248417
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[1-Methyl-3-isobutylxanthine co-treated with bisphenol A co-treated with INS protein] results in increased expression of PPARG protein|[1-Methyl-3-isobutylxanthine co-treated with butylbenzyl phthalate co-treated with INS protein] results in increased expression of PPARG mRNA|[1-Methyl-3-isobutylxanthine co-treated with butylbenzyl phthalate co-treated with INS protein] results in increased expression of PPARG protein,26820058
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARG mRNA,23503329|30248417|30409764
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARG protein,25559859|27475717|30248417|30409764|31199990
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein co-treated with Indomethacin] results in increased expression of PPARG mRNA|hispidulin inhibits the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein co-treated with Indomethacin] results in increased expression of PPARG mRNA]|hispidulin inhibits the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein co-treated with Indomethacin] results in increased expression of PPARG protein]|[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein co-treated with Indomethacin] results in increased expression of PPARG protein,30055130
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] results in increased expression of PPARG mRNA|[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] results in increased expression of PPARG protein|beta-penta-O-galloyl-glucose inhibits the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] results in increased expression of PPARG protein]|beta-penta-O-galloyl-glucose inhibits the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] results in increased expression of PPARG mRNA],30721698
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,"2,2',3',4,4',5-hexachlorobiphenyl promotes the reaction [[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein]|[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein",29704545
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,"2,2',4,4',5-brominated diphenyl ether promotes the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG mRNA]",30903904
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,Rosiglitazone promotes the reaction [[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA]|Rosiglitazone promotes the reaction [[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein]|2-chloro-5-nitrobenzanilide inhibits the reaction [[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with perfluorooctanoic acid] results in increased expression of PPARG mRNA]|2-chloro-5-nitrobenzanilide inhibits the reaction [[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with perfluorooctanoic acid] results in increased expression of PPARG protein]|[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with perfluorooctanoic acid] results in decreased methylation of PPARG promoter|[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with perfluorooctanoic acid] results in increased expression of PPARG protein|[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with perfluorooctanoic acid] results in increased expression of PPARG mRNA,29094436
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,"3,3',4,5'-tetrahydroxystilbene inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG protein]|3,3',4,5'-tetrahydroxystilbene inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG mRNA]",22298784
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,"[Chlorpyrifos co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG protein|Chlorpyrifos promotes the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG mRNA]|[3,5,6-trichloro-2-pyridinol co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG protein|3,5,6-trichloro-2-pyridinol promotes the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG mRNA]",32017950
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,Acrylamide promotes the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARG mRNA]|Acrylamide promotes the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARG protein],30409764
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,EGF protein promotes the reaction [Vanadates inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein]]|U 0126 inhibits the reaction [EGF protein promotes the reaction [Tetrachlorodibenzodioxin inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein]]]|EGF protein promotes the reaction [Tetrachlorodibenzodioxin inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein]]|methyl-beta-cyclodextrin inhibits the reaction [EGF protein promotes the reaction [Tetrachlorodibenzodioxin inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein]]]|EGF protein inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein]|AG 1879 inhibits the reaction [EGF protein promotes the reaction [Tetrachlorodibenzodioxin inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein]]]|Tetrachlorodibenzodioxin inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein]|[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein,16971554
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,andrographolide inhibits the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARG protein],27475717
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,APCDD1 protein promotes the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein]|[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein,28242765
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[bis(4-hydroxyphenyl)sulfone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG mRNA|[bisphenol A co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG mRNA,27273607
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[bis(4-hydroxyphenyl)sulfone co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] affects the expression of PPARG protein,32220626
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[bisphenol A co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] affects the expression of PPARG mRNA|[bisphenol A co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] affects the methylation of PPARG promoter,33203037
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,tributyltin promotes the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA alternative form]|bisphenol A inhibits the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA alternative form]|Diethylhexyl Phthalate promotes the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA alternative form],22197818
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] results in increased activity of PPARG protein|Diethylstilbestrol inhibits the reaction [[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] results in increased activity of PPARG protein]|bisphenol A promotes the reaction [[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] results in increased activity of PPARG protein]|T 0070907 inhibits the reaction [[[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] co-treated with bisphenol A] results in increased activity of PPARG protein]|[[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] co-treated with bisphenol A] results in increased activity of PPARG protein,26944108
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,boric acid inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG mRNA]|CTNNB1 protein promotes the reaction [sodium pentaborate inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG protein]]|boric acid inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG protein]|sodium pentaborate inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG mRNA]|sodium pentaborate inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG protein]|CTNNB1 protein promotes the reaction [boric acid inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG protein]],28285642
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,Curcumin inhibits the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA]|Curcumin inhibits the reaction [butylbenzyl phthalate promotes the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA]]|butylbenzyl phthalate promotes the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA],28595985
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,cannabidiolic acid promotes the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA]|cannabigerol promotes the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA]|cannabigerolic acid promotes the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA],30611848
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG mRNA,23152186|32017950|34302803
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG protein,18586010|32017950
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG mRNA,22298784|28031460|28285642|30903904
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of PPARG protein,22298784|28285642
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[Dexamethasone co-treated with INS protein co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein,17290005
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,Tetrachlorodibenzodioxin inhibits the reaction [[Dexamethasone co-treated with Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG mRNA]|[Dexamethasone co-treated with Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG mRNA|[Tetrachlorodibenzodioxin co-treated with EGF protein] inhibits the reaction [[Dexamethasone co-treated with Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG mRNA],16054899
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,rotenoisin A inhibits the reaction [[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA]|dorsomorphin inhibits the reaction [rotenoisin A inhibits the reaction [[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein]]|rotenoisin A inhibits the reaction [[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein],30446312
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,Ethanol inhibits the reaction [[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] results in increased expression of PPARG mRNA]|GHRL protein inhibits the reaction [[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] results in increased expression of PPARG mRNA]|[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] results in increased expression of PPARG mRNA,32171850
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,Glycyrrhizic Acid inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG mRNA],34302803
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,JMJD6 mutant form inhibits the reaction [[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Troglitazone] results in increased expression of PPARG protein]|[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Troglitazone] results in increased expression of PPARG protein|(+)-JQ1 compound inhibits the reaction [[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Troglitazone] results in increased expression of PPARG protein],26117538
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA,26972250|30446312
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein,11101056|24576443|30446312
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Rosiglitazone co-treated with Indomethacin] results in increased expression of PPARG mRNA|[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Rosiglitazone co-treated with Indomethacin] results in increased expression of PPARG mRNA alternative form|Rifampin inhibits the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Rosiglitazone co-treated with Indomethacin] results in increased expression of PPARG mRNA alternative form]|[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Rosiglitazone co-treated with Indomethacin] results in increased expression of PPARG protein|Rifampin inhibits the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Rosiglitazone co-treated with Indomethacin] results in increased expression of PPARG mRNA]|Rifampin inhibits the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Rosiglitazone co-treated with Indomethacin] results in increased expression of PPARG protein],33412187
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA,28595985|30611848|31009676
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,Ivermectin inhibits the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARG protein],31199990
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,(+)-JQ1 compound inhibits the reaction [Rosiglitazone promotes the reaction [[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA]]|(+)-JQ1 compound inhibits the reaction [[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA]|Rosiglitazone promotes the reaction [[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA],26972250
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[licarin A affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARG mRNA|[Rosiglitazone affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARG mRNA|[Rosiglitazone affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARG protein|[licarin A affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of PPARG protein,29288687
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[mangiferin co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARG protein,32417366
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,potassium chromate(VI) inhibits the reaction [[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG protein],24576443
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,Quercetin inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG protein],18586010
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,Ritonavir inhibits the reaction [[INS1 protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] results in increased expression of PPARG protein],11101056
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,Rosiglitazone promotes the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of PPARG mRNA],28595985|30611848
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,Silybin inhibits the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of PPARG protein],25559859
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[sodium arsenite co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased expression of PPARG mRNA|[sodium arsenite co-treated with Palmitic Acid co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased expression of PPARG mRNA,34968464
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,sodium arsenite inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG mRNA],23152186
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Mus musculus,10090,[triphenyl phosphate co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG mRNA|[tetrabromobisphenol A co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of PPARG mRNA,34323617
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Rattus norvegicus,10116,[INS co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone] results in increased expression of PPARG mRNA,21350315
3758,D015056,1-Methyl-3-isobutylxanthine,PPARG,5468,Ursus maritimus,29073,mono-(2-ethylhexyl)phthalate promotes the reaction [[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with Dexamethasone] results in increased expression of PPARG mRNA]|Environmental Pollutants inhibits the reaction [[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with Dexamethasone] results in increased expression of PPARG mRNA]|[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with Dexamethasone] results in increased expression of PPARG mRNA,27602593
3767,D007538,Isoniazid,PPARG,5468,Danio rerio,7955,"Isoniazid inhibits the reaction [lipopolysaccharide, E coli O55-B5 results in decreased expression of PPARG mRNA]",31857089
3767,D007538,Isoniazid,PPARG,5468,Homo sapiens,9606,Isoniazid results in decreased expression of PPARG protein|Isoniazid results in decreased expression of PPARG mRNA,24128855
3779,D007545,Isoproterenol,PPARG,5468,Mus musculus,10090,Isoproterenol results in decreased expression of PPARG mRNA|osthol inhibits the reaction [Isoproterenol results in decreased expression of PPARG mRNA],21854795
3779,D007545,Isoproterenol,PPARG,5468,Rattus norvegicus,10116,2-chloro-5-nitrobenzanilide promotes the reaction [[Streptozocin co-treated with Isoproterenol] affects the expression of PPARG protein]|[Streptozocin co-treated with Isoproterenol] affects the expression of PPARG protein|Hesperidin inhibits the reaction [2-chloro-5-nitrobenzanilide promotes the reaction [[Streptozocin co-treated with Isoproterenol] affects the expression of PPARG protein]]|Hesperidin inhibits the reaction [[Streptozocin co-treated with Isoproterenol] affects the expression of PPARG protein],24954035
3779,D007545,Isoproterenol,PPARG,5468,Rattus norvegicus,10116,Hesperidin inhibits the reaction [Isoproterenol results in decreased expression of PPARG protein]|Isoproterenol results in decreased expression of PPARG protein|Enalapril inhibits the reaction [Isoproterenol results in decreased expression of PPARG protein],30623541
3779,D007545,Isoproterenol,PPARG,5468,Rattus norvegicus,10116,Isoproterenol results in decreased expression of PPARG mRNA,24286936
3806,C005134,juglone,PPARG,5468,Homo sapiens,9606,[Indomethacin co-treated with juglone] results in increased expression of PPARG protein|juglone results in increased expression of PPARG mRNA|[Indomethacin co-treated with juglone] results in increased expression of PPARG mRNA|juglone results in increased expression of PPARG protein,31916655
3899,D000077339,Leflunomide,PPARG,5468,Homo sapiens,9606,Leflunomide results in increased expression of PPARG mRNA,28988120
3902,D000077289,Letrozole,PPARG,5468,Rattus norvegicus,10116,ADM protein inhibits the reaction [Letrozole results in decreased expression of PPARG mRNA]|Letrozole results in decreased expression of PPARG mRNA,33491863
3922,C095104,LG 100268,PPARG,5468,Homo sapiens,9606,LG 100268 binds to and results in increased activity of PPARG protein,15729575
3961,D019808,Losartan,PPARG,5468,Mus musculus,10090,Losartan inhibits the reaction [[Dietary Fats co-treated with Cholesterol] results in increased expression of PPARG mRNA],18302760
3961,D019808,Losartan,PPARG,5468,Rattus norvegicus,10116,Losartan inhibits the reaction [AGT protein results in increased expression of PPARG mRNA],19109942
3969,C044660,LY 171883,PPARG,5468,Mus musculus,10090,LY 171883 results in increased activity of [PPARG protein co-treated with RXRA protein],8700121
3973,C085911,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,PPARG,5468,Rattus norvegicus,10116,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one results in increased expression of PPARG mRNA|2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one results in increased expression of PPARG protein,17372590
4004,D008294,Malathion,PPARG,5468,Sus scrofa,9823,Malathion results in decreased expression of PPARG protein|Melatonin inhibits the reaction [Malathion results in decreased expression of PPARG protein]|Melatonin inhibits the reaction [Malathion results in decreased expression of PPARG mRNA]|Malathion results in decreased expression of PPARG mRNA,31535366
4008,C054218,manidipine,PPARG,5468,Homo sapiens,9606,manidipine results in decreased activity of PPARG protein,25257666
4075,D019804,Mesalamine,PPARG,5468,Homo sapiens,9606,[IL1A protein co-treated with TNF protein co-treated with IFNG protein co-treated with Mesalamine] results in increased expression of PPARG protein|Mesalamine inhibits the reaction [[IL1A protein co-treated with TNF protein co-treated with IFNG protein co-treated with cyanidin-3-O-beta-glucopyranoside] results in increased expression of PPARG protein],27818126
4075,D019804,Mesalamine,PPARG,5468,Mus musculus,10090,Mesalamine inhibits the reaction [Dextran Sulfate affects the localization of PPARG protein],33130971
4091,D008687,Metformin,PPARG,5468,Homo sapiens,9606,Metformin results in decreased expression of PPARG mRNA,20956498
4091,D008687,Metformin,PPARG,5468,Mus musculus,10090,Metformin inhibits the reaction [IL13 protein results in increased expression of PPARG mRNA],26497364
4091,D008687,Metformin,PPARG,5468,Mus musculus,10090,Metformin results in increased expression of PPARG mRNA,21870829
4091,D008687,Metformin,PPARG,5468,Rattus norvegicus,10116,Metformin affects the activity of PPARG protein,25596134
